PF3D7-1426500,Gametocytogenesis regulator
PF3D7-1302100,Gametocytogenesis regulator
PF3D7-0406200,Gametocytogenesis regulator
PF3D7-0935600,Gametocytogenesis regulator
PF3D7-1216500,Gametocytogenesis regulator
PF3D7-0417100,Gametocytogenesis regulator
PF3D7-0518700,Gametocytogenesis regulator
PF3D7-0935400,Gametocytogenesis regulator
PF3D7-1343000,Gametocytogenesis regulator
PF3D7-1455800,Gametocytogenesis regulator
PF3D7-0527500,Gametocytogenesis regulator
PF3D7-0304400,Gametocytogenesis regulator
PF3D7-0416500,Gametocytogenesis regulator
PF3D7-1409900,Gametocytogenesis regulator
PF3D7-1236600,Gametocytogenesis regulator
PF3D7-1115900,Gametocytogenesis regulator
PF3D7-1253000,Gametocytogenesis regulator
PF3D7-1317200,Gametocytogenesis regulator
PF3D7-0924700,Gametocytogenesis regulator
PF3D7-0532600,Gametocytogenesis regulator
PF3D7-0730900,Gametocytogenesis regulator
PF3D7-0920000,Gametocytogenesis regulator
PF3D7-0714100,Gametocytogenesis regulator
PF3D7-0109400,Different chaperones upregulated during heat stress
PF3D7-0214000,Different chaperones upregulated during heat stress
PF3D7-0306200,Different chaperones upregulated during heat stress
PF3D7-0306800,Different chaperones upregulated during heat stress
PF3D7-0308200,Different chaperones upregulated during heat stress
PF3D7-0320300,Different chaperones upregulated during heat stress
PF3D7-0322000,Different chaperones upregulated during heat stress
PF3D7-0510200,Different chaperones upregulated during heat stress
PF3D7-0527500,Different chaperones upregulated during heat stress
PF3D7-0528700,Different chaperones upregulated during heat stress
PF3D7-0608700,Different chaperones upregulated during heat stress
PF3D7-0708400,Different chaperones upregulated during heat stress
PF3D7-0708800,Different chaperones upregulated during heat stress
PF3D7-0718500,Different chaperones upregulated during heat stress
PF3D7-0816500,Different chaperones upregulated during heat stress
PF3D7-0818900,Different chaperones upregulated during heat stress
PF3D7-0831700,Different chaperones upregulated during heat stress
PF3D7-1111800,Different chaperones upregulated during heat stress
PF3D7-1116300,Different chaperones upregulated during heat stress
PF3D7-1116800,Different chaperones upregulated during heat stress
PF3D7-1118200,Different chaperones upregulated during heat stress
PF3D7-1132200,Different chaperones upregulated during heat stress
PF3D7-1134000,Different chaperones upregulated during heat stress
PF3D7-1202400,Different chaperones upregulated during heat stress
PF3D7-1215200,Different chaperones upregulated during heat stress
PF3D7-1215300,Different chaperones upregulated during heat stress
PF3D7-1222300,Different chaperones upregulated during heat stress
PF3D7-1229500,Different chaperones upregulated during heat stress
PF3D7-1230400,Different chaperones upregulated during heat stress
PF3D7-1232100,Different chaperones upregulated during heat stress
PF3D7-1247400,Different chaperones upregulated during heat stress
PF3D7-1304500,Different chaperones upregulated during heat stress
PF3D7-1320900,Different chaperones upregulated during heat stress
PF3D7-1333000,Different chaperones upregulated during heat stress
PF3D7-1334200,Different chaperones upregulated during heat stress
PF3D7-1344200,Different chaperones upregulated during heat stress
PF3D7-1355500,Different chaperones upregulated during heat stress
PF3D7-1357800,Different chaperones upregulated during heat stress
PF3D7-1416900,Different chaperones upregulated during heat stress
PF3D7-1423200,Different chaperones upregulated during heat stress
PF3D7-1434300,Different chaperones upregulated during heat stress
PF3D7-1443900,Different chaperones upregulated during heat stress
PF3D7-0109500,Chromatin modifers
PF3D7-0403900,Chromatin modifers
PF3D7-0629000,Chromatin modifers
PF3D7-0629700,Chromatin modifers
PF3D7-0711400,Chromatin modifers
PF3D7-0805400,Chromatin modifers
PF3D7-0807000,Chromatin modifers
PF3D7-0809900,Chromatin modifers
PF3D7-0823300,Chromatin modifers
PF3D7-0827800,Chromatin modifers
PF3D7-0925700,Chromatin modifers
PF3D7-1003300,Chromatin modifers
PF3D7-1008000,Chromatin modifers
PF3D7-1115200,Chromatin modifers
PF3D7-1118600,Chromatin modifers
PF3D7-1214200,Chromatin modifers
PF3D7-1328800,Chromatin modifers
PF3D7-1350700,Chromatin modifers
PF3D7-1437000,Chromatin modifers
PF3D7-1451400,Chromatin modifers
PF3D7-1472200,Chromatin modifers
PF3D7-0110500,Chromatin structural remodellers
PF3D7-0216000,Chromatin structural remodellers
PF3D7-0218700,Chromatin structural remodellers
PF3D7-0501800,Chromatin structural remodellers
PF3D7-0517400,Chromatin structural remodellers
PF3D7-0604600,Chromatin structural remodellers
PF3D7-0624600,Chromatin structural remodellers
PF3D7-0628600,Chromatin structural remodellers
PF3D7-0809700,Chromatin structural remodellers
PF3D7-0817900,Chromatin structural remodellers
PF3D7-0818700,Chromatin structural remodellers
PF3D7-0820000,Chromatin structural remodellers
PF3D7-0912100,Chromatin structural remodellers
PF3D7-0919000,Chromatin structural remodellers
PF3D7-1023900,Chromatin structural remodellers
PF3D7-1033700,Chromatin structural remodellers
PF3D7-1104200,Chromatin structural remodellers
PF3D7-1203700,Chromatin structural remodellers
PF3D7-1212900,Chromatin structural remodellers
PF3D7-1220900,Chromatin structural remodellers
PF3D7-1357500,Chromatin structural remodellers
PF3D7-1359200,Chromatin structural remodellers
PF3D7-1362200,Chromatin structural remodellers
PF3D7-1441400,Chromatin structural remodellers
PF3D7-1464000,Chromatin structural remodellers
PF3D7-1475600,Chromatin structural remodellers
